Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц,Дата подключения тарифа
34,13.1,1.0,9.0,7.0,0,0,0,0,0,2021-12-03 13:59:20
43,111.06,1.1,65.0,66.0,1,26,1,24,50,2017-04-20 10:55:59
57,145.18,,58.0,41.0,0,1,0,8,4,2017-05-29 15:24:51
24,334.95,3.0,38.0,120.0,3,0,0,2,61,2016-03-17 12:57:24
53,34.4,2.0,10.0,11.0,0,0,0,0,0,2018-04-28 17:33:13
20,8.44,0.1,47.0,65.0,17,0,0,11,21,2015-06-22 18:23:19
49,231.61,3.6,70.0,3.0,0,41,0,8,5,2018-03-02 13:17:48
48,376.79,3.5,57.0,88.0,2,29,0,13,5,2018-10-14 18:12:51
46,647.36,6.8,33.0,89.0,0,0,1,7,5,2017-01-07 14:21:08
20,24.08,0.9,6.0,35.0,2,0,1,0,45,2019-08-22 17:25:27
52,317.1,3.8,48.0,64.0,0,3,0,3,0,2016-12-01 13:34:22
53,287.26,2.9,31.0,111.0,1,0,0,21,4,2021-08-01 12:42:41
29,90.09,1.3,38.0,46.0,0,0,0,27,21,2015-07-13 16:20:01
25,96.89,1.3,33.0,67.0,6,28,1,1,29,2021-11-29 10:49:55
44,2291.94,10.2,197.0,124.0,0,10,0,19,0,2021-02-18 12:29:49
41,495.6,4.0,29.0,133.0,6,3,2,1,28,2015-10-03 11:54:46
53,420.32,5.3,44.0,61.0,3,14,0,10,0,2016-12-09 13:03:39
62,12.6,2.1,1.0,4.0,0,0,0,4,1,2021-11-10 13:12:50
19,52.36,0.6,14.0,120.0,6,0,0,10,30,2020-10-05 15:56:03
43,192.01,2.6,60.0,21.0,1,0,0,8,27,2017-08-21 16:09:16
20,437.2,5.3,42.0,86.0,3,0,0,0,105,2017-06-10 16:01:20
21,,6.5,48.0,120.0,0,0,0,2,37,2017-10-29 18:40:24
29,855.05,7.0,58.0,91.0,3,0,0,18,26,2018-09-08 18:24:30
42,2086.81,10.4,252.0,53.0,20,30,0,20,11,2015-01-29 17:50:27
28,597.47,3.9,83.0,122.0,3,0,0,14,10,2020-06-17 17:17:34
67,75.6,3.5,13.0,5.0,0,0,0,5,3,2020-03-15 14:04:44
32,2652.15,11.0,259.0,112.0,15,49,0,52,5,2020-07-11 15:17:05
49,10.81,1.1,3.0,8.0,2,0,0,0,0,2017-12-06 11:53:55
56,266.42,2.2,80.0,59.0,2,32,1,10,1,2018-06-06 12:48:07
32,559.73,5.8,76.0,44.0,1,4,2,10,2,2020-04-19 13:15:16
34,848.48,6.0,74.0,154.0,62,5,0,13,49,2021-12-23 18:01:39
53,649.74,5.1,65.0,90.0,0,0,3,3,4,2018-02-27 11:21:42
59,788.86,7.2,65.0,81.0,0,26,0,1,5,2020-07-30 12:25:50
48,17.28,1.2,,5.0,0,0,0,0,0,2021-06-14 15:48:56
41,240.87,3.7,60.0,8.0,2,2,0,16,9,2018-11-22 16:43:05
26,972.75,6.8,93.0,120.0,98,2,2,7,51,2018-05-15 16:34:02
43,430.13,3.7,61.0,94.0,5,0,0,19,63,2015-05-29 12:15:53
35,17.28,1.6,5.0,7.0,0,0,0,0,0,2018-09-15 15:05:57
34,626.23,5.8,50.0,97.0,3,26,0,20,59,2017-01-27 17:14:44
60,334.32,2.4,71.0,97.0,4,0,0,12,5,2019-09-21 16:51:29
20,171.99,2.4,33.0,64.0,31,0,0,5,113,2016-03-06 12:14:23
19,254.16,6.0,11.0,53.0,5,0,0,1,31,2017-08-16 12:55:56
40,168.93,1.7,69.0,58.0,2,0,0,2,7,2020-05-28 11:59:26
21,212.12,3.0,46.0,62.0,6,0,0,0,36,2021-08-18 16:37:58
46,422.33,5.1,70.0,29.0,4,0,2,15,2,2017-05-01 14:18:58
56,793.07,5.0,108.0,96.0,2,0,0,17,5,2021-11-27 13:35:46
27,124.95,1.4,53.0,52.0,3,0,1,16,2,2015-05-28 16:54:24
38,326.06,3.4,60.0,52.0,0,26,0,16,8,2018-05-07 18:58:53
47,585.79,4.4,62.0,121.0,0,0,0,1,5,2021-05-08 14:37:35
45,1223.14,9.9,76.0,68.0,3,36,1,14,1,2018-02-05 14:56:58
35,1370.46,10.0,134.0,101.0,32,2,0,10,68,2020-09-14 14:28:17
33,173.07,1.3,87.0,86.0,0,5,0,3,12,2019-06-21 10:57:56
43,183.26,2.1,68.0,41.0,0,0,0,11,40,2015-01-05 15:18:27
29,1092.12,7.6,103.0,121.0,31,8,0,6,85,2015-06-23 17:28:20
55,406.98,3.8,,82.0,0,4,0,1,4,2019-05-09 13:32:32
45,426.66,3.4,81.0,82.0,2,38,0,5,0,2021-01-16 17:22:56
35,12.53,1.7,6.0,3.0,0,0,0,0,0,2016-03-22 10:39:45
53,405.13,,39.0,64.0,2,0,2,3,4,2018-05-09 17:54:46
36,1116.6,6.1,71.0,158.0,7,7,2,9,12,2015-11-18 13:34:23
31,249.96,3.6,45.0,44.0,4,0,0,2,3,2015-08-07 18:22:39
34,259.87,3.3,54.0,36.0,1,13,1,10,8,2020-08-07 16:09:50
35,1765.65,14.8,103.0,105.0,21,8,2,2,77,2019-02-01 10:14:20
36,412.78,4.0,67.0,68.0,0,42,0,19,32,2018-01-25 16:10:18
45,205.88,3.2,69.0,4.0,0,17,0,11,0,2019-02-04 17:14:44
38,701.72,7.2,35.0,103.0,2,1,0,24,32,2016-02-14 11:33:38
58,942.76,9.1,71.0,48.0,0,5,0,11,2,2015-07-26 10:48:14
45,306.08,3.1,44.0,93.0,0,11,0,22,2,2015-06-25 18:49:19
50,585.79,3.8,65.0,150.0,0,0,2,9,0,2018-10-18 16:20:53
51,173.42,1.5,84.0,61.0,3,0,0,14,4,2020-06-18 15:02:12
38,451.76,3.6,73.0,94.0,0,0,1,8,27,2016-12-13 18:28:37
21,52.74,0.9,36.0,42.0,28,0,0,1,102,2015-11-11 15:31:50
20,171.08,2.6,23.0,67.0,8,'0',0,0,66,2017-06-19 12:27:46
70,62.64,,21.0,8.0,0,0,0,1,1,2021-06-12 10:09:39
49,119.25,1.3,40.0,88.0,0,0,0,'2',5,2020-06-18 16:59:43
32,958.18,9.2,48.0,95.0,1,6,0,11,47,2016-05-17 13:40:29
39,22.68,2.1,10.0,2.0,0,0,0,0,0,2021-09-24 14:14:34
42,40.5,2.5,7.0,10.0,2,0,0,0,0,2021-11-29 17:45:29
49,701.02,6.2,87.0,54.0,1,0,0,14,0,2016-08-26 14:54:28
57,38.64,1.4,16.0,7.0,0,0,0,1,1,2017-03-22 15:34:56
29,462.24,3.4,111.0,121.0,34,5,0,0,58,2015-04-23 13:55:26
42,231.61,2.4,64.0,61.0,1,36,3,18,24,2019-06-27 15:51:49
44,254.16,3.0,50.0,62.0,0,0,0,12,22,2018-07-15 18:35:51
52,15.77,1.1,8.0,9.0,1,0,0,0,0,2021-06-16 17:30:30
54,854.79,7.1,43.0,129.0,0,0,0,5,2,2018-02-22 10:33:25
70,37.44,1.3,18.0,6.0,0,0,0,4,3,2019-06-11 12:34:50
20,41.79,0.8,39.0,33.0,20,0,0,6,16,2021-05-15 12:45:31
19,385.56,5.1,33.0,75.0,0,0,0,2,29,2020-04-08 13:11:47
44,278.02,2.9,51.0,77.0,3,17,2,21,6,2021-09-07 18:32:29
47,224.07,2.2,32.0,100.0,1,3,2,16,1,2016-10-13 17:45:36
68,31.2,1.0,19.0,7.0,0,0,0,2,1,2016-04-11 18:27:26
27,1312.2,9.0,,123.0,48,32,1,8,104,2020-04-15 14:45:16
58,511.07,4.9,60.0,63.0,4,0,0,2,5,2020-12-04 14:02:47
44,,6.8,61.0,110.0,0,4,0,12,26,2015-04-24 14:22:33
57,112.62,1.3,64.0,46.0,0,0,0,8,0,2016-02-21 13:09:33
58,350.35,4.0,40.0,78.0,5,39,0,12,0,2015-08-14 12:13:14
45,208.62,2.5,33.0,84.0,0,13,0,5,0,2019-02-28 11:46:27
48,882.95,8.3,53.0,92.0,0,1,0,3,5,2021-07-14 15:03:33
45,362.68,5.9,33.0,47.0,7,0,0,27,5,2018-05-11 14:18:45
59,283.5,2.3,47.0,126.0,3,4,0,6,4,2021-04-29 15:23:08
47,211.17,1.7,67.0,98.0,6,4,0,10,0,2015-11-04 12:23:38
53,717.84,5.9,58.0,109.0,0,24,0,14,2,2015-02-05 14:08:09
21,143.64,1.9,35.0,69.0,8,0,1,11,69,2020-10-25 14:53:24
30,170.27,1.1,71.0,141.0,4,26,1,9,9,2015-06-01 16:15:50
50,311.11,3.7,32.0,87.0,0,3,0,7,3,2016-06-08 17:52:41
30,702.74,5.6,55.0,117.0,4,0,1,5,34,2018-01-21 18:32:16
35,522.85,4.2,81.0,121.0,52,43,0,14,98,2019-08-16 11:57:29
39,466.67,3.3,98.0,83.0,2,22,0,4,3,2020-04-04 15:37:28
55,424.88,4.6,41.0,87.0,0,20,0,15,2,2019-09-30 16:23:27
30,465.79,3.8,116.0,81.0,55,6,2,14,93,2019-01-15 12:36:07
23,73.89,0.8,40.0,105.0,0,0,0,3,65,2018-10-28 17:46:16
41,17.2,1.5,5.0,9.0,0,0,0,0,0,2015-05-20 15:36:12
34,2263.2,16.4,99.0,111.0,40,41,2,9,160,2021-01-10 13:58:50
27,199.06,2.5,35.0,76.0,0,1,1,2,32,2019-10-24 11:14:54
29,1257.44,9.8,112.0,73.0,100,4,0,2,114,2018-02-06 14:27:56
42,159.76,1.9,53.0,57.0,0,22,0,28,25,2019-08-14 17:55:28
43,211.55,2.7,60.0,35.0,8,7,2,12,45,2017-04-03 11:17:19
40,856.13,8.4,87.0,38.0,0,19,0,10,9,2019-03-22 10:31:24
41,402.84,3.4,49.0,116.0,2,34,0,0,28,2018-06-15 11:58:33
59,169.82,3.1,46.0,19.0,4,7,0,6,2,2017-10-26 17:09:10
51,279.58,3.3,84.0,12.0,4,0,0,20,2,2021-03-03 14:23:16
46,20.48,2.5,6.0,4.0,0,0,0,0,0,2016-05-21 17:42:49
50,1126.73,8.8,49.0,132.0,0,28,0,18,5,2018-06-21 10:59:32
51,764.05,5.9,60.0,100.0,0,0,1,18,5,2018-03-28 11:09:24
23,105.81,2.2,24.0,49.0,5,0,0,3,69,2015-07-04 13:42:35
62,49.92,2.6,14.0,2.0,0,0,0,8,3,2018-11-18 11:58:29
45,189.0,1.5,66.0,87.0,0,0,0,1,2,2021-12-20 13:25:52
19,50.32,0.5,46.0,107.0,10,0,0,7,54,2016-11-10 15:22:50
20,105.53,1.5,52.0,46.0,5,0,0,2,27,2021-04-23 13:57:55
57,273.27,2.6,46.0,100.0,0,3,1,8,4,2017-06-28 11:15:05
28,230.08,2.4,41.0,90.0,5,22,0,15,36,2020-06-05 15:53:11
40,479.02,8.0,39.0,36.0,6,0,1,1,21,2017-04-20 18:03:50
45,420.17,6.8,33.0,50.0,2,37,0,19,4,2016-07-09 11:07:17
59,268.69,3.7,52.0,37.0,8,7,1,11,5,2019-10-11 10:11:21
32,383.14,4.1,60.0,48.0,1,0,0,25,20,2018-06-04 11:07:01
36,266.65,2.3,80.0,69.0,2,22,0,12,65,2019-05-03 16:58:32
30,1750.69,12.8,135.0,67.0,97,20,0,8,87,2019-06-14 16:07:23
52,144.5,1.3,60.0,89.0,3,3,0,0,2,2017-07-12 13:45:19
42,367.99,5.3,40.0,52.0,2,6,1,8,34,2016-07-18 18:51:29
21,20.45,0.3,37.0,67.0,6,0,1,11,90,2020-11-17 13:29:46
52,240.15,2.9,38.0,77.0,0,23,1,0,1,2020-07-06 13:22:15
48,546.93,5.3,67.0,68.0,0,39,0,12,3,2018-01-10 13:08:28
54,315.95,3.1,57.0,80.0,0,0,0,4,1,2021-12-08 13:22:27
34,165.62,1.3,52.0,127.0,0,0,0,3,38,2020-05-28 13:32:43
49,396.69,5.3,50.0,46.0,3,41,0,0,2,2020-07-07 10:45:39
34,310.35,2.9,67.0,73.0,0,0,0,29,46,2015-04-10 11:35:56
19,122.34,2.3,3.0,79.0,3,0,0,0,31,2018-10-01 11:55:05
52,180.94,1.9,36.0,98.0,3,34,1,22,3,2017-01-05 17:03:56
60,301.94,2.4,59.0,112.0,5,44,0,4,3,2016-08-03 10:22:15
49,274.75,2.5,58.0,75.0,0,0,0,30,2,2016-09-18 14:21:55
29,891.8,9.1,56.0,59.0,4,0,0,19,53,2019-07-31 11:32:59
57,575.05,5.3,52.0,82.0,0,1,0,1,2,2016-08-25 14:02:02
29,813.32,9.8,61.0,76.0,30,7,0,9,126,2015-06-13 10:47:45
48,447.3,6.0,45.0,41.0,3,0,0,25,0,2021-01-19 18:19:24
52,600.25,4.9,62.0,88.0,0,0,0,12,3,2017-06-19 10:28:38
54,634.2,7.6,47.0,64.0,2,0,0,12,5,2018-09-04 10:10:07
20,88.96,1.9,26.0,34.0,27,0,0,2,18,2015-01-06 15:14:47
38,127.53,1.3,63.0,65.0,0,0,0,21,48,2017-08-05 17:26:58
50,442.97,6.1,57.0,34.0,0,32,0,6,1,2017-10-21 17:55:36
66,27.6,2.3,5.0,5.0,0,0,0,4,0,2020-04-05 15:29:53
20,42.56,0.8,2.0,70.0,8,0,0,7,73,2020-06-30 11:57:04
54,540.11,6.1,36.0,87.0,4,38,2,4,5,2016-07-27 17:02:20
41,128.87,1.7,62.0,32.0,0,1,0,0,1,2017-08-23 18:45:01
35,721.02,6.6,33.0,124.0,3,28,0,10,46,2021-02-10 10:58:41
55,423.06,3.7,45.0,115.0,3,2,2,12,4,2021-02-03 13:04:45
41,9.01,1.1,6.0,4.0,0,0,0,0,0,2018-02-08 18:14:24
31,1804.2,12.4,105.0,120.0,35,7,0,7,122,2020-08-30 11:35:15
67,30.24,2.1,10.0,2.0,0,0,0,6,0,2019-09-29 16:45:25
58,271.95,2.1,63.0,96.0,0,42,0,4,0,2016-06-27 17:42:21
21,68.03,0.8,40.0,90.0,7,0,0,6,30,2016-02-15 11:33:59
60,54.6,1.2,40.0,8.0,2,6,0,0,3,2018-04-08 12:09:52
40,216.58,2.5,56.0,57.0,0,34,1,9,23,2016-06-19 18:20:31
30,211.68,2.1,82.0,28.0,0,1,0,12,11,2017-03-23 13:08:51
40,357.77,3.8,58.0,50.0,7,32,0,6,12,2015-12-30 18:23:05
44,2204.02,5.2,485.0,104.0,33,43,0,54,14,2016-04-10 15:26:28
25,338.88,7.6,8.0,62.0,0,0,0,3,21,2015-09-18 18:18:13
48,173.9,1.3,99.0,68.0,4,28,0,25,3,2019-08-18 13:08:42
20,31.72,0.6,49.0,34.0,0,2,0,1,43,2020-04-04 16:10:06
55,3627.21,14.2,263.0,127.0,22,48,7,58,9,2016-12-10 15:46:52
54,8.64,1.2,5.0,3.0,0,0,0,0,0,2021-03-22 12:58:10
54,1002.7,9.9,63.0,69.0,2,11,0,22,5,2018-07-19 14:43:15
33,373.8,4.0,58.0,52.0,1,0,0,17,18,2021-07-26 16:18:18
47,456.35,3.6,53.0,125.0,0,1,0,12,5,2016-04-12 18:34:52
68,35.64,3.3,6.0,3.0,0,0,0,6,1,2015-06-14 17:03:05
38,699.74,6.5,54.0,93.0,0,42,0,26,14,2021-11-04 11:41:30
20,136.16,1.5,,101.0,3,0,0,1,81,2020-12-15 11:09:09
41,1574.47,6.6,265.0,101.0,17,57,9,5,15,2020-04-08 12:10:47
46,311.85,2.7,60.0,80.0,2,0,0,14,4,2020-10-13 14:38:01
40,247.52,2.6,45.0,72.0,2,10,0,30,45,2019-04-06 11:54:07
32,1375.81,8.6,147.0,110.0,72,4,0,6,147,2018-01-28 17:08:18
51,118.3,2.0,36.0,31.0,7,40,3,6,2,2021-01-22 15:23:11
36,3311.89,13.4,260.0,128.0,0,4,6,19,8,2018-06-04 16:43:42
64,4555.32,13.2,397.0,92.0,8,26,0,12,0,2018-12-05 16:05:50
21,191.29,2.2,56.0,76.0,9,2,0,1,67,2017-03-18 17:05:46
65,28.8,1.5,4.0,12.0,0,0,0,5,3,2016-02-14 15:58:07
40,14.04,1.3,6.0,6.0,0,0,0,0,0,2018-06-21 17:05:06
32,167.98,1.8,53.0,69.0,5,2,1,16,53,2019-07-02 15:54:59
46,297.73,3.8,62.0,34.0,4,34,1,8,4,2018-01-26 16:43:13
30,972.78,6.2,123.0,88.0,101,7,3,7,50,2020-12-20 11:58:18
47,174.93,2.1,40.0,63.0,0,0,1,12,3,2020-07-13 13:42:01
58,679.04,5.2,32.0,158.0,4,1,0,21,2,2019-10-13 11:01:54
60,124.22,1.3,62.0,62.0,2,0,0,4,0,2015-12-06 18:06:29
50,12.28,1.5,6.0,4.0,0,0,0,0,0,2016-01-18 10:34:38
67,12.0,2.5,2.0,2.0,0,0,0,1,3,2018-03-25 14:24:49
29,1266.06,8.8,90.0,129.0,89,7,0,3,168,2017-01-16 12:52:42
36,1526.07,10.0,131.0,124.0,49,4,0,2,139,2015-08-01 10:54:30
55,844.16,8.9,89.0,9.0,3,0,0,17,5,2015-09-08 11:43:09
37,215.04,4.8,38.0,11.0,0,4,0,0,22,2021-02-28 11:25:25
56,,2.2,35.0,72.0,6,32,0,3,4,2021-12-23 15:07:20
41,831.28,7.5,55.0,95.0,2,3,1,5,23,2015-02-23 17:07:07
51,971.6,8.0,67.0,79.0,1,43,0,11,5,2021-11-28 18:38:30
48,203.7,1.5,65.0,99.0,8,32,0,14,1,2020-09-14 15:42:32
52,198.74,2.6,53.0,45.0,0,0,0,25,4,2015-10-07 10:42:54
20,29.81,0.4,43.0,69.0,10,0,1,6,19,2016-04-06 12:20:21
44,6.31,1.1,5.0,2.0,0,0,0,0,0,2020-10-21 12:53:47
50,44.23,2.7,8.0,12.0,0,0,0,0,0,2018-08-23 18:18:49
32,1392.41,8.2,145.0,145.0,42,9,2,14,137,2019-04-08 14:18:54
58,1419.11,7.9,101.0,140.0,0,0,0,5,4,2015-09-21 16:27:17
54,202.5,2.2,59.0,61.0,1,22,0,0,3,2019-11-19 17:03:44
57,537.37,5.7,40.0,92.0,0,36,0,10,4,2015-06-12 17:12:04
46,372.33,3.5,43.0,106.0,0,0,0,5,4,2018-04-27 14:43:45
62,36.0,1.5,15.0,5.0,0,0,0,10,1,2019-12-03 10:39:25
45,164.09,2.3,40.0,53.0,6,13,0,21,4,2017-08-14 15:33:57
31,131.86,3.6,34.0,7.0,5,7,1,20,7,2019-01-11 12:26:48
31,111.38,1.3,60.0,47.0,7,0,3,0,31,2020-08-20 17:06:49
40,210.63,1.7,67.0,82.0,0,0,0,2,26,2020-07-28 10:26:15
39,980.0,5.6,68.0,153.0,2,3,0,5,39,2017-08-26 17:13:50
42,365.82,3.9,65.0,42.0,2,0,0,10,54,2019-12-22 14:22:34
45,511.13,5.9,48.0,68.0,0,29,0,12,1,2020-03-10 14:34:14
52,95.42,1.4,29.0,66.0,0,0,0,1,0,2019-10-24 17:48:47
52,1490.47,8.5,67.0,154.0,3,0,0,14,3,2018-03-25 13:19:16
20,27.23,0.5,4.0,75.0,13,0,0,3,48,2021-07-19 18:18:47
19,141.75,2.5,24.0,57.0,0,4,0,0,96,2018-11-27 18:23:07
29,289.36,7.9,34.0,9.0,1,7,0,24,2,2015-10-28 12:10:55
31,560.74,5.2,57.0,105.0,71,16,0,8,103,2019-01-26 18:12:50
52,885.18,7.2,69.0,96.0,0,5,0,26,5,2016-04-30 15:26:11
33,1264.81,8.2,142.0,122.0,37,16,0,3,156,2015-11-03 11:59:16
24,367.08,3.8,3.0,119.0,32,0,0,4,74,2021-08-14 11:59:13
36,229.32,2.5,67.0,50.0,0,0,0,16,48,2015-10-14 14:35:10
58,203.33,2.1,75.0,46.0,0,5,0,0,2,2019-08-03 11:53:07
60,98.1,2.0,51.0,5.0,0,0,1,15,3,2021-09-29 15:33:54
31,277.48,2.4,65.0,90.0,1,5,0,20,22,2015-02-27 15:57:24
69,28.08,1.3,5.0,13.0,0,0,0,12,1,2021-05-18 16:56:01
25,141.61,1.7,53.0,44.0,0,4,0,1,7,2018-09-12 12:50:20
41,30.6,1.7,10.0,10.0,0,0,0,0,0,2021-02-10 17:55:50
54,1113.48,9.5,47.0,116.0,4,5,1,11,5,2021-08-17 11:04:44
20,113.64,1.6,42.0,66.0,7,0,0,7,20,2016-05-23 14:21:26
38,143.26,1.3,87.0,50.0,0,0,0,16,33,2018-09-18 18:58:17
29,248.68,2.9,55.0,43.0,3,21,0,24,67,2017-05-04 13:48:21
70,15.96,1.9,5.0,2.0,0,0,0,5,3,2020-07-26 11:22:40
46,711.47,,99.0,80.0,0,38,0,26,0,2019-08-21 14:12:11
54,2311.55,6.4,417.0,132.0,36,42,4,30,7,2020-01-07 18:31:55
25,98.8,1.1,96.0,5.0,2,0,0,9,49,2020-09-15 13:46:30
26,300.5,3.7,60.0,42.0,3,0,0,7,14,2019-06-30 11:17:58
35,185.62,3.1,63.0,5.0,0,14,0,20,13,2015-01-09 16:01:53
45,8.19,1.0,5.0,5.0,0,0,0,0,0,2018-05-01 16:43:55
53,1252.09,8.4,62.0,146.0,2,0,0,2,3,2017-01-22 11:57:17
37,166.77,2.2,65.0,27.0,0,36,0,20,32,2016-12-27 13:35:50
39,196.55,1.7,67.0,86.0,1,0,0,26,28,2017-09-05 17:51:45
63,48.72,2.9,12.0,2.0,0,0,0,0,3,2015-05-26 13:03:22
33,234.0,2.6,61.0,78.0,22,6,0,4,63,2019-09-21 18:31:58
23,192.66,2.3,51.0,77.0,7,0,1,3,53,2019-12-23 14:23:19
50,18.72,1.6,10.0,2.0,2,0,0,0,0,2016-03-14 11:46:10
54,194.92,1.5,31.0,158.0,6,0,0,30,3,2017-03-13 15:26:44
63,46.92,2.3,5.0,12.0,0,0,0,12,0,2016-08-24 16:13:09
55,399.94,3.9,45.0,80.0,5,0,0,8,5,2020-05-02 14:19:20
47,895.49,9.9,43.0,79.0,4,5,0,27,5,2015-05-02 14:51:52
19,71.85,0.8,31.0,110.0,0,2,0,0,41,2019-11-17 13:38:51
36,438.0,3.6,,106.0,0,2,1,19,40,2018-11-27 15:35:40
43,527.44,4.5,67.0,89.0,0,25,0,10,69,2019-10-11 16:57:08
65,22.8,1.0,12.0,7.0,0,0,0,9,2,2021-11-05 16:23:42
36,438.55,3.2,135.0,91.0,50,12,0,13,36,2016-09-18 10:23:46
34,649.23,5.6,75.0,76.0,0,30,0,14,22,2020-04-05 14:01:36
51,596.3,3.7,67.0,158.0,0,0,0,3,4,2015-03-01 14:33:37
35,200.65,1.4,68.0,129.0,0,39,0,11,5,2018-11-04 12:11:11
55,,3.8,68.0,122.0,3,0,1,19,2,2017-07-09 11:08:20
32,280.92,3.0,55.0,69.0,0,5,0,8,8,2016-12-25 14:54:01
51,190.34,2.4,43.0,62.0,3,0,0,10,5,2019-07-21 12:52:27
38,373.95,5.9,43.0,36.0,5,32,0,14,2,2017-07-19 11:42:17
38,478.59,5.3,39.0,73.0,2,0,0,10,47,2020-03-11 14:53:40
36,1732.8,15.2,53.0,112.0,50,6,0,0,70,2016-02-15 11:31:54
55,353.78,3.8,53.0,58.0,2,0,1,3,0,2018-08-24 16:10:49
38,105.49,1.2,42.0,79.0,0,0,0,10,13,2018-11-16 13:33:49
50,288.56,2.0,55.0,148.0,3,26,0,9,5,2017-05-06 17:49:43
23,447.94,4.8,58.0,79.0,19,0,1,3,43,2020-01-15 15:07:10
41,131.03,1.7,43.0,60.0,0,0,0,6,21,2019-07-21 14:13:55
20,40.25,2.3,16.0,5.0,8,0,0,6,69,2016-09-28 10:18:43
46,11.79,1.6,2.0,7.0,0,0,0,0,0,2019-04-23 10:23:42
29,1158.64,8.6,81.0,97.0,1,0,3,15,18,2020-11-26 18:54:23
57,259.7,2.7,44.0,89.0,0,33,0,16,4,2019-10-24 13:53:48
57,1022.13,7.1,49.0,157.0,0,0,0,9,5,2016-03-24 12:31:43
67,19.44,1.8,7.0,2.0,0,0,0,4,3,2020-04-14 13:59:51
58,147.27,1.6,33.0,98.0,1,41,0,19,4,2018-05-09 18:59:08
54,603.3,7.7,37.0,71.0,0,4,0,12,0,2016-09-24 12:54:55
41,21.62,2.4,9.0,2.0,0,0,0,0,0,2019-02-18 13:19:10
34,199.76,2.8,32.0,67.0,0,16,0,24,12,2019-04-24 11:25:35
20,170.1,2.7,7.0,78.0,10,0,0,11,55,2019-10-09 14:49:25
43,875.05,5.7,97.0,104.0,2,16,0,22,3,2021-02-21 17:09:22
51,581.7,3.0,91.0,146.0,6,4,0,23,1,2016-06-04 17:51:02
31,345.09,5.5,34.0,50.0,1,1,0,10,14,2019-12-29 14:42:09
46,589.23,5.0,53.0,110.0,0,0,2,5,5,2015-06-21 18:48:56
44,428.26,3.8,64.0,71.0,0,0,0,16,18,2018-11-27 12:22:27
48,191.99,2.2,47.0,71.0,0,0,0,5,5,2016-05-27 12:25:26
53,133.98,2.2,55.0,8.0,4,25,0,10,5,2021-05-18 18:37:40
55,265.55,2.7,63.0,51.0,1,5,0,20,4,2018-08-24 16:22:19
62,21.84,2.6,5.0,2.0,0,0,0,8,1,2020-01-31 14:01:05
33,2211.74,16.4,95.0,138.0,28,29,0,0,146,2018-11-30 16:49:18
63,27.6,2.3,4.0,6.0,0,0,0,13,0,2021-12-15 14:04:24
27,346.5,4.3,55.0,45.0,7,0,2,4,8,2019-10-29 10:02:29
26,257.99,2.5,77.0,52.0,2,29,1,3,35,2019-07-20 15:39:45
39,206.15,1.9,77.0,45.0,4,22,0,6,20,2017-05-12 15:11:31
39,158.71,1.1,63.0,137.0,1,31,0,2,39,2021-01-07 18:46:49
38,307.54,3.4,55.0,63.0,4,0,0,19,16,2019-04-03 17:08:04
41,129.76,2.1,38.0,44.0,0,4,0,5,16,2021-07-01 16:57:06
32,497.28,6.4,49.0,42.0,0,4,0,7,22,2017-04-04 14:09:40
21,171.23,2.1,20.0,108.0,0,2,1,5,45,2015-02-09 14:51:13
35,913.29,8.6,64.0,82.0,97,5,1,0,92,2019-02-04 11:49:10
40,670.76,6.5,62.0,73.0,4,3,0,22,11,2018-05-28 16:07:51
53,133.28,1.6,34.0,71.0,0,0,0,3,4,2020-08-31 11:22:09
58,836.06,7.5,102.0,31.0,0,6,0,7,3,2017-09-21 15:01:57
32,2794.5,16.2,106.0,139.0,85,5,0,7,42,2018-02-19 17:09:43
40,131.09,1.4,92.0,17.0,0,3,0,18,7,2020-10-23 13:38:55
27,2215.23,8.4,296.0,118.0,0,27,0,23,13,2017-04-29 10:47:26
42,181.54,2.5,30.0,72.0,0,3,0,7,29,2020-02-07 14:37:39
32,885.94,7.6,118.0,76.0,39,45,0,12,33,2019-06-07 10:10:14
52,335.16,4.2,55.0,34.0,4,3,0,8,5,2019-07-27 18:05:40
26,231.71,2.5,55.0,66.0,3,0,0,0,18,2016-04-16 15:15:53
30,1363.63,9.0,118.0,137.0,45,9,2,0,68,2016-05-31 15:43:41
29,379.14,2.4,65.0,156.0,2,0,0,0,24,2021-08-13 12:27:29
38,247.67,4.8,33.0,30.0,8,0,0,15,36,2020-04-25 16:33:18
57,808.77,6.7,63.0,98.0,5,1,0,3,3,2017-05-17 13:12:09
45,306.6,3.0,30.0,102.0,4,0,0,23,3,2015-12-08 14:18:11
46,257.14,,54.0,42.0,1,21,1,14,5,2019-02-19 14:20:31
54,2236.7,7.4,362.0,100.0,25,31,0,9,9,2016-12-10 18:03:08
54,865.69,8.3,63.0,57.0,6,1,0,10,5,2015-02-19 16:19:09
26,239.07,2.7,63.0,50.0,0,0,0,1,10,2016-10-04 18:59:48
36,426.54,7.2,49.0,24.0,0,39,1,20,54,2021-12-30 15:37:46
50,39.15,2.9,9.0,6.0,0,0,0,0,0,2020-07-15 11:21:08
35,1268.47,8.8,91.0,156.0,34,6,0,0,71,2020-11-16 14:07:35
